lineItem/UsageType,lineItem/LineItemDescription,product/ProductName,lineItem/UnblendedCost,lineItem/UnblendedRate,lineItem/UsageAmount
USE2-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,2.4799999999999983e-05,3.999999999999997e-07,62.0
USE2-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,93.0
USE2-Requests-Tier2,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,0.00026200000000000084,3.9999999999999903e-07,655.0
USE2-TimedStorage-ByteHrs,$0.023 per GB - first 50 TB / month of storage used,Amazon Simple Storage Service,3.3083199999999995e-05,0.02300000000000001,0.001438365900000001
USE2-USE1-AWS-Out-Bytes,$0.01 per GB - US East (Ohio) data transfer to US East (Northern Virginia),Amazon Simple Storage Service,1.093100000000001e-06,0.009999999999999967,0.00010899700000000008
USW1-APN1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Tokyo),Amazon Elastic Compute Cloud,0.0,0.0,2.6697e-06
USW1-APN1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Tokyo),Amazon Elastic Compute Cloud,2.3709999999999997e-07,0.020000000000000007,1.1854900000000002e-05
USW1-APN2-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Seoul),Amazon Elastic Compute Cloud,0.0,0.0,2.237e-07
USW1-APN2-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Seoul),Amazon Elastic Compute Cloud,2.9400000000000002e-08,0.02,1.4753e-06
USW1-APS1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Singapore),Amazon Elastic Compute Cloud,0.0,0.0,4.609099999999998e-06
USW1-APS1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Singapore),Amazon Elastic Compute Cloud,4.198e-07,0.020000000000000007,2.099970000000001e-05
USW1-APS2-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Sydney),Amazon Elastic Compute Cloud,0.0,0.0,1.1926000000000002e-06
USW1-APS2-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Sydney),Amazon Elastic Compute Cloud,1.313e-07,0.02,6.582899999999998e-06
USW1-APS3-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Mumbai),Amazon Elastic Compute Cloud,0.0,0.0,1.7587000000000004e-06
USW1-APS3-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Mumbai),Amazon Elastic Compute Cloud,1.5499999999999997e-07,0.020000000000000004,7.767399999999998e-06
USW1-BoxUsage:m5.large,$0.112 per On Demand Linux m5.large Instance Hour,Amazon Elastic Compute Cloud,83.3279999999994,0.1119999999999992,744.0
USW1-BoxUsage:m5.large,Tax for product code AmazonEC2 usage type USW1-BoxUsage:m5.large operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW1-CAN1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from Canada (Central),Amazon Elastic Compute Cloud,0.0,0.0,1.2992e-06
USW1-CAN1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to Canada (Central),Amazon Elastic Compute Cloud,1.25e-08,0.02,6.268000000000001e-07
USW1-CW:Requests,"$0.00 per request - first 1,000,000 requests",AmazonCloudWatch,0.0,0.0,39.0
USW1-CloudFront-In-Bytes,$0.00 per GB data transfer in to US West (Northern California) from CloudFront,Amazon Elastic Compute Cloud,0.0,0.0,0.00039668309999999965
USW1-CloudFront-Out-Bytes,$0.00 per GB data transfer out of US West (Northern California) to CloudFront,Amazon Elastic Compute Cloud,0.0,0.0,0.00013069849999999993
USW1-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Elastic Compute Cloud,0.0,0.0,0.051248091099999976
USW1-DataTransfer-Out-Bytes,$0.000 per GB - first 1 GB of data transferred out per month,Amazon Elastic Compute Cloud,0.0,0.0,0.09095587040000007
USW1-DataTransfer-Out-Bytes,$0.000 per GB - first 1 GB of data transferred out per month,Amazon Simple Storage Service,0.0,0.0,1.9095899999999998e-05
USW1-DataTransfer-Regional-Bytes,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Amazon Elastic Compute Cloud,0.0008680565000000004,0.009999999999999998,0.08680560879999999
USW1-EBS:VolumeUsage.gp2,$0.12 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Northern California),Amazon Elastic Compute Cloud,3.6000000167999997,0.12000000000000048,29.999999966400498
USW1-EBS:VolumeUsage.gp2,Tax for product code AmazonEC2 usage type USW1-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,0.0,,1.0
USW1-EBSOptimized:m5.large,$0.00 for 480 Mbps per m5.large instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,744.0
USW1-EU-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from EU (Ireland),Amazon Elastic Compute Cloud,0.0,0.0,3.0929e-06
USW1-EU-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to EU (Ireland),Amazon Elastic Compute Cloud,3.4459999999999995e-07,0.020000000000000007,1.725180000000001e-05
USW1-EUC1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from EU (Germany),Amazon Elastic Compute Cloud,0.0,0.0,5.8046e-06
USW1-EUC1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to EU (Germany),Amazon Elastic Compute Cloud,4.818e-07,0.020000000000000004,2.4095500000000007e-05
USW1-EUN1-AWS-In-Bytes,USD 0.0 per GB for EUN1-AWS-In-Bytes in EU (Stockholm),Amazon Elastic Compute Cloud,0.0,0.0,4.4730000000000004e-07
USW1-EUN1-AWS-Out-Bytes,USD 0.02 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Amazon Elastic Compute Cloud,4.21e-08,0.02,2.1162e-06
USW1-EUS1-AWS-In-Bytes,USD 0 per GB for USW1-EUS1-AWS-In-Bytes in EU (Milan),Amazon Elastic Compute Cloud,0.0,0.0,1.1180000000000001e-07
USW1-EUS1-AWS-Out-Bytes,USD 0.02 per GB for USW1-EUS1-AWS-Out-Bytes in EU (Milan),Amazon Elastic Compute Cloud,1.47e-08,0.02,7.375999999999999e-07
USW1-EUW2-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from EU (London),Amazon Elastic Compute Cloud,0.0,0.0,2.4482000000000005e-06
USW1-EUW2-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to EU (London),Amazon Elastic Compute Cloud,2.43e-07,0.020000000000000007,1.2166900000000004e-05
USW1-EUW3-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from EU (Paris),Amazon Elastic Compute Cloud,0.0,0.0,1.491e-07
USW1-EUW3-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to EU (Paris),Amazon Elastic Compute Cloud,1.12e-08,0.02,5.663000000000001e-07
USW1-FreeEventsRecorded,0.0 per free event recorded in US West (N.California) region,AWS CloudTrail,0.0,0.0,6155.0
USW1-Requests-Tier1,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Amazon Simple Storage Service,0.0006215,5.499999999999999e-06,113.0
USW1-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,1.2399999999999991e-05,3.999999999999997e-07,31.0
USW1-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,62.0
USW1-Requests-Tier2,"$0.0044 per 10,000 GET and all other requests",Amazon Simple Storage Service,0.0022145199999999868,4.399999999999937e-07,5033.0
USW1-SAE1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from South America (Sao Paulo),Amazon Elastic Compute Cloud,0.0,0.0,9.689000000000002e-07
USW1-SAE1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to South America (Sao Paulo),Amazon Elastic Compute Cloud,1.0869999999999999e-07,0.019999999999999997,5.4391e-06
USW1-TimedStorage-ByteHrs,$0.026 per GB - first 50 TB / month of storage used,Amazon Simple Storage Service,2.315364552099999,0.026000000000000016,89.05248267960006
USW1-TimedStorage-ByteHrs,Tax for product code AmazonS3 usage type USW1-TimedStorage-ByteHrs,Amazon Simple Storage Service,0.0,,1.0
USW1-UGE1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from AWS GovCloud (US),Amazon Elastic Compute Cloud,0.0,0.0,1.863e-07
USW1-UGE1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to AWS GovCloud (US),Amazon Elastic Compute Cloud,2.4600000000000002e-08,0.02,1.2293e-06
USW1-UGW1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from AWS GovCloud (US),Amazon Elastic Compute Cloud,0.0,0.0,1.1180000000000001e-07
USW1-UGW1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to AWS GovCloud (US),Amazon Elastic Compute Cloud,1.47e-08,0.02,7.375999999999999e-07
USW1-USE1-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from US East (Northern Virginia),Amazon Elastic Compute Cloud,0.0,0.0,0.0014821389999999993
USW1-USE1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to US East (Northern Virginia),Amazon Elastic Compute Cloud,0.00014484779999999998,0.020000000000000014,0.007242412700000002
USW1-USE1-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to US East (Northern Virginia),Amazon Simple Storage Service,7.659170000000003e-05,0.019999999999999723,0.003829391000000016
USW1-USE2-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from US East (Ohio),Amazon Elastic Compute Cloud,0.0,0.0,5.22e-07
USW1-USE2-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to US East (Ohio),Amazon Elastic Compute Cloud,5.059999999999999e-08,0.019999999999999997,2.5410000000000003e-06
USW1-USE2-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to US East (Ohio),Amazon Simple Storage Service,4.4100000000000004e-08,0.02,2.2073e-06
USW1-USW2-AWS-In-Bytes,$0.00 per GB - US West (Northern California) data transfer from US West (Oregon),Amazon Elastic Compute Cloud,0.0,0.0,0.017993669400000013
USW1-USW2-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to US West (Oregon),Amazon Elastic Compute Cloud,0.0002483767000000002,0.019999999999999803,0.012418873900000005
USW1-USW2-AWS-Out-Bytes,$0.02 per GB - US West (Northern California) data transfer to US West (Oregon),Amazon Simple Storage Service,1.5204100000000004e-05,0.02000000000000001,0.0007602237999999998
USW2-AFS1-AWS-In-Bytes,USD 0.0 per GB for EUN1-AWS-In-Bytes in Africa (Cape Town),Amazon Elastic Compute Cloud,0.0,0.0,7.46e-08
USW2-AFS1-AWS-In-Bytes,USD 0.0 per GB for EUN1-AWS-In-Bytes in Africa (Cape Town),Amazon Simple Storage Service,0.0,0.0,0.0002312129
USW2-AFS1-AWS-Out-Bytes,USD 0.02 per GB for EUN1-AWS-Out-Bytes in Africa (Cape Town),Amazon Elastic Compute Cloud,9.8e-09,0.02,4.918e-07
USW2-APE1-AWS-In-Bytes,USD0.0 per GB for  in Asia Pacific (Hong Kong),Amazon Elastic Compute Cloud,0.0,0.0,1.3834000000000006e-06
USW2-APE1-AWS-In-Bytes,USD0.0 per GB for  in Asia Pacific (Hong Kong),Amazon Simple Storage Service,0.0,0.0,0.0004941427999999996
USW2-APE1-AWS-Out-Bytes,USD0.02 per GB for  in Asia Pacific (Hong Kong),Amazon Elastic Compute Cloud,1.282e-07,0.019999999999999997,6.430299999999999e-06
USW2-APN1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Tokyo),Amazon Elastic Compute Cloud,0.0,0.0,6.42321e-05
USW2-APN1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Tokyo),Amazon Simple Storage Service,0.0,0.0,0.0010933960000000023
USW2-APN1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Tokyo),Amazon Elastic Compute Cloud,3.4994000000000003e-06,0.020000000000000014,0.00017512319999999997
USW2-APN1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Tokyo),Amazon Simple Storage Service,2.131999999999995e-06,0.020000000000000014,0.00010653849999999968
USW2-APN2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Seoul),Amazon Elastic Compute Cloud,0.0,0.0,6.301599999999997e-06
USW2-APN2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Seoul),Amazon Simple Storage Service,0.0,0.0,0.0010820577000000037
USW2-APN2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Seoul),Amazon Elastic Compute Cloud,4.1830000000000003e-07,0.020000000000000007,2.0966400000000006e-05
USW2-APN2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Seoul),Amazon Simple Storage Service,2.1423999999999945e-06,0.020000000000000014,0.00010705819999999964
USW2-APN3-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Osaka-Local),Amazon Elastic Compute Cloud,0.0,0.0,7.83e-08
USW2-APN3-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Osaka-Local),Amazon Simple Storage Service,0.0,0.0,0.0004978544000000022
USW2-APN3-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Osaka-Local),Amazon Elastic Compute Cloud,5.6000000000000005e-09,0.02,2.832e-07
USW2-APS1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Singapore),Amazon Elastic Compute Cloud,0.0,0.0,0.019332583499999986
USW2-APS1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Singapore),Amazon Simple Storage Service,0.0,0.0,0.0010671482000000033
USW2-APS1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Singapore),Amazon Elastic Compute Cloud,1.0469200000000005e-05,0.020000000000000014,0.0005235533
USW2-APS1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Singapore),Amazon Simple Storage Service,2.1111999999999947e-06,0.020000000000000014,0.00010549909999999968
USW2-APS2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Sydney),AWS Lambda,0.0,0.0,7.08e-08
USW2-APS2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Sydney),Amazon Elastic Compute Cloud,0.0,0.0,2.5286900000000007e-05
USW2-APS2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Sydney),Amazon Simple Storage Service,0.0,0.0,0.0010828775000000035
USW2-APS2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Sydney),AWS Lambda,1.4000000000000001e-09,0.02,7.08e-08
USW2-APS2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Sydney),Amazon Elastic Compute Cloud,1.8892e-06,0.02000000000000001,9.449200000000002e-05
USW2-APS2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Sydney),Amazon Simple Storage Service,2.0591999999999955e-06,0.020000000000000014,0.00010290059999999971
USW2-APS3-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Mumbai),Amazon Elastic Compute Cloud,0.0,0.0,2.693440000000002e-05
USW2-APS3-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Mumbai),Amazon Simple Storage Service,0.0,0.0,0.0010731950000000016
USW2-APS3-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Mumbai),Amazon Elastic Compute Cloud,1.9608e-06,0.02000000000000001,9.80888e-05
USW2-APS3-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Mumbai),Amazon Simple Storage Service,2.100799999999995e-06,0.020000000000000014,0.00010497939999999967
USW2-Aurora:BackupUsage,Tax for product code AmazonRDS usage type USW2-Aurora:BackupUsage operation CreateDBInstance:0021,Amazon Relational Database Service,0.0,,1.0
USW2-Aurora:BackupUsage,USD 0.021 per GB-month of backup storage exceeding free allocation for Aurora PostgreSQL,Amazon Relational Database Service,15.792649303400003,0.021000000000000348,752.0309180738003
USW2-Aurora:ServerlessUsage,$0.06 per Aurora Capacity Unit hour running Amazon Aurora PostgreSQL Serverless,Amazon Relational Database Service,455.82783315809877,0.06000000000000024,7597.130552637
USW2-Aurora:ServerlessUsage,Tax for product code AmazonRDS usage type USW2-Aurora:ServerlessUsage operation CreateDBInstance:0021,Amazon Relational Database Service,0.0,,1.0
USW2-Aurora:StorageIOUsage,$0.20 per 1 million I/O requests (Aurora PostgreSQL),Amazon Relational Database Service,294.23104320000016,2.000000000000026e-07,1471155216.0
USW2-Aurora:StorageIOUsage,Tax for product code AmazonRDS usage type USW2-Aurora:StorageIOUsage operation CreateDBInstance:0021,Amazon Relational Database Service,0.0,,1.0
USW2-Aurora:StorageUsage,$0.10 per GB-month of consumed storage (Aurora PostgreSQL),Amazon Relational Database Service,87.2713639550999,0.10000000000000006,872.7136391653
USW2-Aurora:StorageUsage,Tax for product code AmazonRDS usage type USW2-Aurora:StorageUsage operation CreateDBInstance:0021,Amazon Relational Database Service,0.0,,1.0
USW2-BoxUsage:c4.2xlarge,$0.398 per On Demand Linux c4.2xlarge Instance Hour,Amazon Elastic Compute Cloud,28.480327177999985,0.3979999999999998,71.55861100000001
USW2-BoxUsage:c4.2xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c4.2xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c4.4xlarge,$0.796 per On Demand Linux c4.4xlarge Instance Hour,Amazon Elastic Compute Cloud,347.9426572359997,0.7959999999999989,437.113891
USW2-BoxUsage:c4.4xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c4.4xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c4.8xlarge,$1.591 per On Demand Linux c4.8xlarge Instance Hour,Amazon Elastic Compute Cloud,261.7689976010004,1.5910000000000035,164.53111099999998
USW2-BoxUsage:c4.8xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c4.8xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c4.large,$0.1 per On Demand Linux c4.large Instance Hour,Amazon Elastic Compute Cloud,85.08647220000007,0.10000000000000032,850.8647220000003
USW2-BoxUsage:c4.large,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c4.large operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c4.xlarge,$0.199 per On Demand Linux c4.xlarge Instance Hour,Amazon Elastic Compute Cloud,54.74008997100006,0.19900000000000026,275.0758290000001
USW2-BoxUsage:c4.xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c4.xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c5.24xlarge,(Granite promotion at 25%) $3.0600 per On Demand Linux c5.24xlarge Instance Hour,Amazon Elastic Compute Cloud,105.83180135999997,4.079999999999999,25.939167
USW2-BoxUsage:c5.24xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c5.24xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c5.2xlarge,(Granite promotion at 25%) $0.2550 per On Demand Linux c5.2xlarge Instance Hour,Amazon Elastic Compute Cloud,145.3463167800001,0.3400000000000003,427.489167
USW2-BoxUsage:c5.2xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c5.2xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c5.4xlarge,(Granite promotion at 25%) $0.5100 per On Demand Linux c5.4xlarge Instance Hour,Amazon Elastic Compute Cloud,60.39287876,0.6799999999999998,88.813057
USW2-BoxUsage:c5.4xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c5.4xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:c5.xlarge,(Granite promotion at 25%) $0.1275 per On Demand Linux c5.xlarge Instance Hour,Amazon Elastic Compute Cloud,576.588811469994,0.16999999999999457,3391.6988910000005
USW2-BoxUsage:c5.xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:c5.xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:g4dn.xlarge,$0.526 per On Demand Linux g4dn.xlarge Instance Hour,Amazon Elastic Compute Cloud,14.685628595999997,0.5259999999999999,27.919446
USW2-BoxUsage:g4dn.xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:g4dn.xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:i3.large,$0.156 per On Demand Linux i3.large Instance Hour,Amazon Elastic Compute Cloud,580.319999999989,0.1560000000000022,3720.0
USW2-BoxUsage:i3.large,Tax for product code AmazonEC2 usage type USW2-BoxUsage:i3.large operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:i3en.xlarge,$0.452 per On Demand Linux i3en.xlarge Instance Hour,Amazon Elastic Compute Cloud,11097.503999999923,0.4519999999999985,24552.0
USW2-BoxUsage:i3en.xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:i3en.xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:m5.24xlarge,(Granite promotion at 25%) $3.45600 per On Demand Linux m5.24xlarge Instance Hour,Amazon Elastic Compute Cloud,330.5433600000002,4.608000000000002,71.7325
USW2-BoxUsage:m5.24xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:m5.24xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:m5.2xlarge,(Granite promotion at 25%) $0.28800 per On Demand Linux m5.2xlarge Instance Hour,Amazon Elastic Compute Cloud,47.19018624000003,0.3840000000000003,122.89111
USW2-BoxUsage:m5.2xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:m5.2xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:m5.8xlarge,(Granite promotion at 25%) $1.15200 per On Demand Linux m5.8xlarge Instance Hour,Amazon Elastic Compute Cloud,29.39776051200001,1.5360000000000003,19.139167
USW2-BoxUsage:m5.8xlarge,Tax for product code AmazonEC2 usage type USW2-BoxUsage:m5.8xlarge operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-BoxUsage:m5.large,(Granite promotion at 25%) $0.07200 per On Demand Linux m5.large Instance Hour,Amazon Elastic Compute Cloud,6.3981866880000045,0.09600000000000006,66.647778
USW2-BoxUsage:m5.large,Tax for product code AmazonEC2 usage type USW2-BoxUsage:m5.large operation RunInstances,Amazon Elastic Compute Cloud,0.0,,1.0
